director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,genres_str
James Bobin,Isabela Moner,Eugenio Derbez,Michael Peña,Family Comedy Adventure,dora and the lost city of gold,Isabela Moner Eugenio Derbez Michael Peña James Bobin Family Comedy Adventure,
Andrea Berloff,Melissa McCarthy,Tiffany Haddish,Elisabeth Moss,Action Crime Drama,the kitchen,Melissa McCarthy Tiffany Haddish Elisabeth Moss Andrea Berloff Action Crime Drama,
Simon Curtis,Milo Ventimiglia,Amanda Seyfried,Kathy Baker,Drama Romance,the art of racing in the rain,Milo Ventimiglia Amanda Seyfried Kathy Baker Simon Curtis Drama Romance,
André Øvredal,Zoe Colletti,Michael Garza,Gabriel Rush,Horror Adventure Mystery,scary stories to tell in the dark,Zoe Colletti Michael Garza Gabriel Rush André Øvredal Horror Adventure Mystery,
"Tyler Nilson, Michael Schwartz",Shia LaBeouf,Dakota Johnson,John Hawkes,Adventure Comedy Drama,the peanut butter falcon,"Shia LaBeouf Dakota Johnson John Hawkes Tyler Nilson, Michael Schwartz Adventure Comedy Drama",
Bart Freundlich,Michelle Williams,Julianne Moore,Billy Crudup,Drama,after the wedding,Michelle Williams Julianne Moore Billy Crudup Bart Freundlich Drama,
Casey Affleck,Casey Affleck,Anna Pniowsky,Tom Bower,Science Fiction Drama,light of my life,Casey Affleck Anna Pniowsky Tom Bower Casey Affleck Science Fiction Drama,
Thurop Van Orman,Jason Sudeikis,Josh Gad,Leslie Jones,Animation Action Fantasy Adventure Comedy Family,the angry birds movie 2,Jason Sudeikis Josh Gad Leslie Jones Thurop Van Orman Animation Action Fantasy Adventure Comedy Family,
Gene Stupnitsky,Jacob Tremblay,Brady Noon,Keith L. Williams,Comedy,good boys,Jacob Tremblay Brady Noon Keith L. Williams Gene Stupnitsky Comedy,
Gurinder Chadha,Viveik Kalra,Kulvinder Ghir,Meera Ganatra,Drama Comedy,blinded by the light,Viveik Kalra Kulvinder Ghir Meera Ganatra Gurinder Chadha Drama Comedy,
Richard Linklater,Cate Blanchett,Billy Crudup,Emma Nelson,Comedy Drama,"where'd you go, bernadette",Cate Blanchett Billy Crudup Emma Nelson Richard Linklater Comedy Drama,
Johannes Roberts,John Corbett,Nia Long,Sophie Nelisse,Horror,47 meters down: uncaged,John Corbett Nia Long Sophie Nelisse Johannes Roberts Horror,
William McGregor,Maxine Peake,Eleanor Worthington Cox,Richard Harrington,Drama Mystery Horror History,gwen,Maxine Peake Eleanor Worthington Cox Richard Harrington William McGregor Drama Mystery Horror History,
"Matt Bettinelli-Olpin, Tyler Gillett",Samara Weaving,Adam Brody,Mark O'Brien,,ready or not,,
Ric Roman Waugh,Gerard Butler,Morgan Freeman,Jada Pinkett Smith,Action Thriller,angel has fallen,Gerard Butler Morgan Freeman Jada Pinkett Smith Ric Roman Waugh Action Thriller,
Paul Downs Colaizzo,Jillian Bell,Michaela Watkins,Utkarsh Ambudkar,Comedy Drama,brittany runs a marathon,Jillian Bell Michaela Watkins Utkarsh Ambudkar Paul Downs Colaizzo Comedy Drama,
Alex Kendrick,Alex Kendrick,Priscilla Shirer,Ben Davies,Drama,overcomer,Alex Kendrick Priscilla Shirer Ben Davies Alex Kendrick Drama,
David M. Rosenthal,Michael Ealy,Jesse Williams,Nicole Beharie,Horror Mystery Thriller,jacob's ladder,Michael Ealy Jesse Williams Nicole Beharie David M. Rosenthal Horror Mystery Thriller,
Mike Gan,Tilda Cobham-Hervey,Suki Waterhouse,Harry Shum Jr.,Documentary,burn,Tilda Cobham-Hervey Suki Waterhouse Harry Shum Jr. Mike Gan Documentary,
Gavin Hood,Keira Knightley,Matt Smith,Matthew Goode,Thriller History Drama,official secrets,Keira Knightley Matt Smith Matthew Goode Gavin Hood Thriller History Drama,
Jacob Aaron Estes,Jacob Aaron Estes,Drew Daywalt (story); David Oyelowo,Storm Reid,Science Fiction Thriller Mystery Horror,don't let go,Jacob Aaron Estes Drew Daywalt (story); David Oyelowo Storm Reid Jacob Aaron Estes Science Fiction Thriller Mystery Horror,
Micah Gallo,Bruce Davison,Denise Crosby,Elizabeth Roberts,Horror Thriller,itsy bitsy,Bruce Davison Denise Crosby Elizabeth Roberts Micah Gallo Horror Thriller,
Fred Durst,John Travolta,Devon Sawa,Ana Golja,Crime Thriller,the fanatic,John Travolta Devon Sawa Ana Golja Fred Durst Crime Thriller,
Matthew Thompson,Josh Pinkowski,Izzy Pollak,Blake Kevin Dwyer,Family,"debunkers, inc.",Josh Pinkowski Izzy Pollak Blake Kevin Dwyer Matthew Thompson Family,
Andy Muschietti,James McAvoy,Jessica Chastain,Bill Hader,Horror Thriller,it chapter two,James McAvoy Jessica Chastain Bill Hader Andy Muschietti Horror Thriller,
Chelsea Stardust,Hayley Griffith,Ruby Modine,Arden Myrin,Horror Comedy,satanic panic,Hayley Griffith Ruby Modine Arden Myrin Chelsea Stardust Horror Comedy,
Rowan Athale,Amy Ryan,Nick Robinson,Margaret Qualley,Thriller,strange but true,Amy Ryan Nick Robinson Margaret Qualley Rowan Athale Thriller,
Ali LeRoi,Steven Silver,Nicola Peltz,unknown,Drama Thriller,the obituary of tunde johnson,Steven Silver Nicola Peltz unknown Ali LeRoi Drama Thriller,
John Crowley,Ansel Elgort,Oakes Fegley,Aneurin Barnard,Drama,the goldfinch,Ansel Elgort Oakes Fegley Aneurin Barnard John Crowley Drama,
Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Drama Comedy Crime,hustlers,Constance Wu Jennifer Lopez Julia Stiles Lorene Scafaria Drama Comedy Crime,
Michael Tyburski,Rashida Jones,Peter Sarsgaard,Tony Revolori,Drama,the sound of silence,Rashida Jones Peter Sarsgaard Tony Revolori Michael Tyburski Drama,
Alejandro Landes,Julianne Nicholson,Moisés Arias,unknown,Drama Adventure,monos,Julianne Nicholson Moisés Arias unknown Alejandro Landes Drama Adventure,
Nzingha Stewart,Ava Michelle,Griffin Gluck,Luke Eisner,Comedy Drama Romance,tall girl,Ava Michelle Griffin Gluck Luke Eisner Nzingha Stewart Comedy Drama Romance,
James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,Science Fiction Drama,ad astra,Brad Pitt Tommy Lee Jones Ruth Negga James Gray Science Fiction Drama,
Michael Engler,Hugh Bonneville,Jim Carter,Michelle Dockery,Drama Romance History,downton abbey,Hugh Bonneville Jim Carter Michelle Dockery Michael Engler Drama Romance History,
Adrian Grunberg,Sylvester Stallone,Adriana Barraza,Paz Vega,Action Thriller Drama,rambo: last blood,Sylvester Stallone Adriana Barraza Paz Vega Adrian Grunberg Action Thriller Drama,
Henry Jacobson,Seann William Scott,Mariela Garriga,Dale Dickey,Documentary,bloodline,Seann William Scott Mariela Garriga Dale Dickey Henry Jacobson Documentary,
Jason Cabell,Nicolas Cage,Laurence Fishburne,unknown,Crime Drama Thriller,running with the devil,Nicolas Cage Laurence Fishburne unknown Jason Cabell Crime Drama Thriller,
Brad Anderson,Sam Worthington,Lily Rabe,Stephen Tobolowsky,Thriller,fractured,Sam Worthington Lily Rabe Stephen Tobolowsky Brad Anderson Thriller,
Jill Culton,Todd Wilderman (co-director); Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Family Animation Adventure Comedy,abominable,Todd Wilderman (co-director); Chloe Bennet Albert Tsai Tenzing Norgay Trainor Jill Culton Family Animation Adventure Comedy,
Steven Soderbergh,Meryl Streep,Gary Oldman,Antonio Banderas,Crime Drama Comedy,the laundromat,Meryl Streep Gary Oldman Antonio Banderas Steven Soderbergh Crime Drama Comedy,
Rupert Goold,Renée Zellweger,Jessie Buckley,Finn Wittrock,Comedy Drama,judy,Renée Zellweger Jessie Buckley Finn Wittrock Rupert Goold Comedy Drama,
Franck Khalfoun,Logan Miller,Kristine Froseth,unknown,Thriller Action Science Fiction,prey,Logan Miller Kristine Froseth unknown Franck Khalfoun Thriller Action Science Fiction,
Brian A. Miller,Bruce Willis,Michael Chiklis,unknown,Crime Action Thriller Mystery,10 minutes gone,Bruce Willis Michael Chiklis unknown Brian A. Miller Crime Action Thriller Mystery,
Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Crime Thriller Drama,joker,Joaquin Phoenix Robert De Niro Zazie Beetz Todd Phillips Crime Thriller Drama,
Noah Hawley,Natalie Portman,Jon Hamm,Zazie Beetz,Drama Thriller Romance,lucy in the sky,Natalie Portman Jon Hamm Zazie Beetz Noah Hawley Drama Thriller Romance,
Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama Comedy History,dolemite is my name,Eddie Murphy Keegan-Michael Key Mike Epps Craig Brewer Drama Comedy History,
Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Horror Drama Thriller,in the tall grass,Patrick Wilson Harrison Gilbertson Rachel Wilson Vincenzo Natali Horror Drama Thriller,
Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Thriller,low tide,Keean Johnson Jaeden Martell Alex Neustaedter Kevin McMullin Thriller,
Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),unknown,Documentary Horror Comedy,wrinkles the clown,Michael Beach Nichols (director); Michael Beach Nichols Christopher K. Walker (screenplay) unknown Michael Beach Nichols Documentary Horror Comedy,
Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Adventure Fantasy Comedy Family,little monsters,Lupita Nyong'o Alexander England Josh Gad Abe Forsythe Adventure Fantasy Comedy Family,
Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Science Fiction Action Adventure Thriller,gemini man,Will Smith Mary Elizabeth Winstead Clive Owen Ang Lee Science Fiction Action Adventure Thriller,
"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Animation Family Comedy Fantasy Adventure,the addams family,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Animation Family Comedy Fantasy Adventure",
David Michôd,Timothée Chalamet,Joel Edgerton,Sean Harris,Action Adventure,the king,Timothée Chalamet Joel Edgerton Sean Harris David Michôd Action Adventure,
"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",Adam Devine,Rose Byrne,Alexandra Shipp,Comedy,jexi,"Adam Devine Rose Byrne Alexandra Shipp Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña Comedy",
Lars Klevberg,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Horror Mystery Thriller,polaroid,Kathryn Prescott Grace Zabriskie Samantha Logan Lars Klevberg Horror Mystery Thriller,
Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Crime Drama Thriller,el camino: a breaking bad movie,Aaron Paul Jesse Plemons Scott MacArthur Vince Gilligan Crime Drama Thriller,
Joachim Rønning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Family Fantasy Adventure Action,maleficent: mistress of evil,Angelina Jolie Elle Fanning Michelle Pfeiffer Joachim Rønning Family Fantasy Adventure Action,
Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Comedy Horror Action,zombieland: double tap,Woody Harrelson Jesse Eisenberg Emma Stone Ruben Fleischer Comedy Horror Action,
Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy War Drama,jojo rabbit,Roman Griffin Davis Thomasin McKenzie Scarlett Johansson Taika Waititi Comedy War Drama,
Robert Eggers,Willem Dafoe,Robert Pattinson,unknown,Drama Fantasy Thriller,the lighthouse,Willem Dafoe Robert Pattinson unknown Robert Eggers Drama Fantasy Thriller,
Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Horror Mystery Thriller,wounds,Armie Hammer Dakota Johnson Zazie Beetz Babak Anvari Horror Mystery Thriller,
Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Action Crime Drama Thriller,black and blue,Naomie Harris Tyrese Gibson Frank Grillo Deon Taylor Action Crime Drama Thriller,
Alfonso Gomez-Rejon,Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Drama History,the current war,Benedict Cumberbatch Michael Shannon Katherine Waterston Alfonso Gomez-Rejon Drama History,
Justin Dec,Elizabeth Lail,Peter Facinelli,Anne Winters,Horror Thriller,countdown,Elizabeth Lail Peter Facinelli Anne Winters Justin Dec Horror Thriller,
Dan Krauss,Dan Krauss (director); Nat Wolff,Alexander Skarsgård,unknown,War Action Drama,the kill team,Dan Krauss (director); Nat Wolff Alexander Skarsgård unknown Dan Krauss War Action Drama,
"Chris Lofing, Travis Cluff",Chris Milligan,Ema Horvath,Brittany Falardeau,Horror Thriller,the gallows act ii,"Chris Milligan Ema Horvath Brittany Falardeau Chris Lofing, Travis Cluff Horror Thriller",
Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Science Fiction Action Adventure Thriller,terminator: dark fate,Linda Hamilton Arnold Schwarzenegger Mackenzie Davis Tim Miller Science Fiction Action Adventure Thriller,
Edward Norton,Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Drama Thriller,motherless brooklyn,Edward Norton Bruce Willis Gugu Mbatha-Raw Edward Norton Drama Thriller,
Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Crime Drama History,the irishman,Robert De Niro Al Pacino Joe Pesci Martin Scorsese Crime Drama History,
Kasi Lemmons,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Drama History,harriet,Cynthia Erivo Leslie Odom Jr. Joe Alwyn Kasi Lemmons Drama History,
Aaron Woodley,Jeremy Renner,James Franco,Heidi Klum,Animation Adventure Comedy,arctic dogs,Jeremy Renner James Franco Heidi Klum Aaron Woodley Animation Adventure Comedy,
Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story,Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama,
Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Crime Horror Thriller Mystery,doctor sleep,Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Crime Horror Thriller Mystery,
Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,TV Movie Drama Fantasy,last christmas,Emilia Clarke Henry Golding Michelle Yeoh Paul Feig TV Movie Drama Fantasy,
Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,Mystery Crime Drama,playing with fire,John Cena Keegan-Michael Key John Leguizamo Andy Fickman Mystery Crime Drama,
Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Romance Comedy,let it snow,Isabela Merced Shameik Moore Kiernan Shipka Luke Snellin Romance Comedy,
Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,Action War History,midway,Ed Skrein Patrick Wilson Luke Evans Roland Emmerich Action War History,
Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,Animation Family Adventure Comedy Fantasy,klaus,J. K. Simmons Jason Schwartzman Rashida Jones Sergio Pablos Animation Family Adventure Comedy Fantasy,
Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy,Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama,
Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Family Animation Romance,lady and the tramp,Tessa Thompson Justin Theroux Kiersey Clemons Charlie Bean Family Animation Romance,
Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Family Comedy Fantasy,noelle,Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Family Comedy Fantasy,
James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Drama Action History,ford v ferrari,Matt Damon Christian Bale Jon Bernthal James Mangold Drama Action History,
Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Action Adventure Comedy,charlie's angels,Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Action Adventure Comedy,
Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Crime,the good liar,Ian McKellen Helen Mirren Russell Tovey Bill Condon Crime,
Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Drama,the report,Adam Driver Annette Bening Ted Levine Scott Z. Burns Drama,
Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Romance Drama,waves,Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Romance Drama,
"Chris Buck, Jennifer Lee",Idina Menzel,Kristen Bell,Jonathan Groff,Documentary,frozen 2,"Idina Menzel Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Documentary",
Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Drama History Family,a beautiful day in the neighborhood,Tom Hanks Matthew Rhys Susan Kelechi Watson Marielle Heller Drama History Family,
Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Crime Action Drama,21 bridges,Chadwick Boseman Sienna Miller Stephan James Brian Kirk Crime Action Drama,
Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Drama Thriller,dark waters,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama Thriller,
Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Comedy Crime Mystery,knives out,Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Mystery,
Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Crime Drama Romance,queen & slim,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Crime Drama Romance,
Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,unknown,Drama History,the two popes,Anthony Hopkins Jonathan Pryce unknown Fernando Meirelles Drama History,
Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Family Animation Comedy Adventure,playmobil: the movie,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure,
Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure Drama Romance,the aeronauts,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance,
Sam Taylor-Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama,
Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Horror Mystery,daniel isn't real,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Horror Mystery,
Matt Eskandari,Bruce Willis,Nicky Whelan,unknown,Action Thriller,trauma center,Bruce Willis Nicky Whelan unknown Matt Eskandari Action Thriller,
Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Adventure Comedy Fantasy,jumanji: the next level,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy,
Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama,richard jewell,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama,
Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Horror Mystery Thriller,black christmas,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Mystery Thriller,
Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Action Comedy Thriller,6 underground,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Comedy Thriller,
Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Drama,bombshell,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama,
"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Adam Sandler,Lakeith Stanfield,Julia Fox,Drama Thriller Crime,uncut gems,"Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama Thriller Crime",
Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Thriller Drama,seberg,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama,
Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,History Drama War,a hidden life,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick History Drama War,
